19/9/18	110590	111090	110590	111070
19/9/18	111070	111260	111040	111250
19/9/18	111280	111310	110940	111100
19/9/18	111120	111200	111060	111200
19/9/18	111190	111200	111130	111190
19/9/18	111180	111250	111150	111200
19/9/18	111190	111270	111190	111250
19/9/18	111250	111400	111250	111370
19/9/18	111370	111470	111340	111430
19/9/18	111450	111500	111440	111480
19/9/18	111470	111490	111380	111380
19/9/18	111380	111410	111340	111410
19/9/18	111410	111410	111270	111310
19/9/18	111320	111320	111260	111310
19/9/18	111300	111410	111290	111400
19/9/18	111410	111420	111300	111320
19/9/18	111320	111330	111230	111300
19/9/18	111300	111310	111210	111210
19/9/18	111200	111230	111160	111230
19/9/18	111210	111220	111180	111190
19/9/18	111200	111310	111180	111310
19/9/18	111290	111310	111270	111300
19/9/18	111300	111440	111280	111410
19/9/18	111410	111460	111380	111400
19/9/18	111390	111410	111360	111400
19/9/18	111410	111410	111270	111280
19/9/18	111270	111270	111160	111170
19/9/18	111180	111210	111120	111210
19/9/18	111210	111300	111200	111270
19/9/18	111270	111310	111240	111300
19/9/18	111300	111300	111250	111260
19/9/18	111260	111360	111260	111350
19/9/18	111360	111390	111260	111280
19/9/18	111270	111290	111250	111250
19/9/18	111260	111270	111220	111240
19/9/18	111250	111270	111210	111270
19/9/18	111270	111320	111270	111310
19/9/18	111300	111320	111280	111280
19/9/18	111270	111290	111230	111250
19/9/18	111250	111260	111230	111260
19/9/18	111260	111260	111200	111210
19/9/18	111200	111200	111150	111190
19/9/18	111190	111210	111180	111190
19/9/18	111180	111200	111170	111170
19/9/18	111160	111230	111140	111230
19/9/18	111240	111240	111100	111190
19/9/18	111180	111220	111140	111140
19/9/18	111160	111220	111090	111170
19/9/18	111180	111220	111150	111190
19/9/18	111180	111180	111120	111170
19/9/18	111180	111180	111130	111150
19/9/18	111170	111180	111110	111130
19/9/18	111130	111160	111060	111100
19/9/18	111100	111110	111080	111090
19/9/18	111100	111190	111090	111180
19/9/18	111180	111370	111180	111340
19/9/18	111340	111340	111280	111300
19/9/18	111300	111310	111270	111290
19/9/18	111300	111680	111300	111580
19/9/18	111580	111600	111520	111550
19/9/18	111560	111630	111510	111510
19/9/18	111520	111530	111450	111500
19/9/18	111480	111510	111420	111430
19/9/18	111440	111480	111410	111470
19/9/18	111470	111680	111470	111620
19/9/18	111630	111750	111570	111680
19/9/18	111670	111780	111610	111700
19/9/18	111700	111710	111630	111690
19/9/18	111680	111690	111660	111660
19/9/18	111680	111690	111620	111620
19/9/18	111630	111640	111590	111640
19/9/18	111640	111730	111640	111700
19/9/18	111700	111720	111650	111670
19/9/18	111670	111700	111650	111690
19/9/18	111700	111730	111680	111700
19/9/18	111700	111710	111670	111680
19/9/18	111680	111710	111660	111660
19/9/18	111680	111690	111640	111660
19/9/18	111660	111700	111650	111660
19/9/18	111670	111710	111670	111670
19/9/18	111680	111680	111620	111640
19/9/18	111640	111650	111620	111650
19/9/18	111650	111660	111630	111660
19/9/18	111660	111670	111650	111650
19/9/18	111660	111660	111630	111650
19/9/18	111650	111650	111540	111560
19/9/18	111580	111590	111530	111570
19/9/18	111580	111790	111570	111780
19/9/18	111790	111950	111760	111910
19/9/18	111910	111960	111860	111930
19/9/18	111950	111960	111860	111860
19/9/18	111860	111860	111810	111820
19/9/18	111820	111840	111780	111800
19/9/18	111800	111840	111780	111840
19/9/18	111840	111870	111780	111840
19/9/18	111820	111840	111770	111800
19/9/18	111800	111830	111770	111780
19/9/18	111770	111790	111750	111790
19/9/18	111790	111850	111770	111850
19/9/18	111830	111890	111830	111870
19/9/18	111880	111890	111820	111850
19/9/18	111850	111860	111820	111840
19/9/18	111850	111870	111810	111820
19/9/18	111820	111830	111810	111810
19/9/18	111820	111840	111800	111810
19/9/18	111820	111850	111800	111840
19/9/18	111840	111850	111800	111830
19/9/18	111840	111910	111830	111910
19/9/18	111900	111950	111890	111910
19/9/18	111910	111910	111870	111870
19/9/18	111880	112000	111880	111990
19/9/18	112000	112030	111970	112010
19/9/18	112010	112030	111970	112010
19/9/18	112010	112010	111980	111990
19/9/18	112000	112120	111970	112080
19/9/18	112080	112120	112060	112090
19/9/18	112080	112140	112080	112120
19/9/18	112130	112130	112090	112090
19/9/18	112080	112120	112080	112110
19/9/18	112120	112130	112020	112050
19/9/18	112060	112090	112000	112000
19/9/18	112000	112040	111980	112020
19/9/18	112030	112030	111970	112000
19/9/18	112000	112010	111960	111990
19/9/18	112000	112010	111920	111950
19/9/18	111970	111990	111950	111980
19/9/18	111990	112010	111980	112010
19/9/18	112020	112020	111980	111980
19/9/18	111990	112010	111980	112010
19/9/18	112010	112020	111990	112000
19/9/18	112000	112010	111950	111950
19/9/18	111970	111980	111940	111950
19/9/18	111950	112030	111940	111990
19/9/18	111990	112040	111970	111980
19/9/18	111980	112000	111960	111960
19/9/18	111990	112000	111950	111970
19/9/18	111980	111990	111940	111960
19/9/18	111950	111970	111940	111940
19/9/18	111940	111960	111930	111940
19/9/18	111940	111950	111920	111940
19/9/18	111950	111970	111910	111920
19/9/18	111920	111920	111900	111910
19/9/18	111900	111910	111830	111860
19/9/18	111860	111880	111840	111850
19/9/18	111850	111930	111850	111900
19/9/18	111910	111930	111870	111880
19/9/18	111880	111890	111840	111840
19/9/18	111850	111870	111800	111820
19/9/18	111820	111840	111800	111810
19/9/18	111820	111830	111800	111800
19/9/18	111800	111850	111800	111830
19/9/18	111830	111880	111820	111840
19/9/18	111840	111870	111820	111860
19/9/18	111870	111910	111850	111870
19/9/18	111860	111950	111860	111900
19/9/18	111900	111920	111860	111890
19/9/18	111900	111910	111850	111890
19/9/18	111900	111910	111870	111900
19/9/18	111900	111910	111880	111890
19/9/18	111890	111890	111840	111870
19/9/18	111880	111890	111850	111870
19/9/18	111870	111890	111830	111890
19/9/18	111880	111900	111870	111870
19/9/18	111880	111880	111840	111840
19/9/18	111840	111910	111820	111870
19/9/18	111890	111910	111840	111860
19/9/18	111880	111890	111830	111860
19/9/18	111860	111920	111850	111900
19/9/18	111900	111940	111870	111870
19/9/18	111870	111880	111820	111820
19/9/18	111840	111870	111800	111810
19/9/18	111820	111840	111800	111810
19/9/18	111820	111840	111800	111830
19/9/18	111840	111840	111800	111810
19/9/18	111810	111850	111800	111800
19/9/18	111810	111810	111760	111790
19/9/18	111800	111820	111750	111800
19/9/18	111800	111830	111760	111780
19/9/18	111780	111810	111760	111770
19/9/18	111770	111800	111670	111680
19/9/18	111690	111770	111670	111740
19/9/18	111750	111820	111740	111770
19/9/18	111770	111810	111740	111760
19/9/18	111780	111850	111760	111830
19/9/18	111840	111950	111840	111930
19/9/18	111940	111970	111860	111890
19/9/18	111890	111910	111870	111870
19/9/18	111890	111940	111870	111910
19/9/18	111920	111950	111910	111950
19/9/18	111930	111960	111890	111890
19/9/18	111900	111920	111880	111890
19/9/18	111900	111940	111860	111880
19/9/18	111900	111910	111850	111860
19/9/18	111860	111880	111810	111840
19/9/18	111850	111880	111830	111850
19/9/18	111850	111860	111820	111830
19/9/18	111840	111860	111800	111820
19/9/18	111820	111860	111820	111830
19/9/18	111830	111850	111820	111850
19/9/18	111850	111850	111800	111840
19/9/18	111830	111850	111800	111810
19/9/18	111810	111840	111790	111790
19/9/18	111800	111820	111770	111800
19/9/18	111810	111820	111790	111790
19/9/18	111800	111830	111780	111800
19/9/18	111800	111820	111770	111800
19/9/18	111810	111850	111780	111780
19/9/18	111780	111780	111750	111770
19/9/18	111780	111820	111770	111800
19/9/18	111810	111830	111800	111800
19/9/18	111820	111850	111810	111830
19/9/18	111850	111860	111830	111860
19/9/18	111850	111880	111850	111860
19/9/18	111850	111880	111830	111850
19/9/18	111840	111910	111840	111900
19/9/18	111910	111930	111870	111910
19/9/18	111900	111900	111850	111850
19/9/18	111850	111880	111850	111860
19/9/18	111860	111880	111850	111860
19/9/18	111870	111880	111830	111840
19/9/18	111840	111850	111820	111840
19/9/18	111830	111880	111830	111880
19/9/18	111860	111880	111830	111840
19/9/18	111830	111880	111820	111860
19/9/18	111850	111920	111850	111900
19/9/18	111890	111930	111870	111890
19/9/18	111880	111900	111820	111860
19/9/18	111840	111850	111770	111800
19/9/18	111800	111810	111700	111700
19/9/18	111710	111720	111620	111640
19/9/18	111640	111710	111640	111710
19/9/18	111710	111720	111690	111700
19/9/18	111700	111730	111680	111710
19/9/18	111700	111720	111690	111700
19/9/18	111700	111740	111680	111690
19/9/18	111680	111750	111680	111730
19/9/18	111730	111760	111700	111700
19/9/18	111690	111730	111660	111690
19/9/18	111670	111740	111670	111720
19/9/18	111700	111760	111690	111760
19/9/18	111750	111830	111700	111810
19/9/18	111820	111820	111790	111800
19/9/18	111800	111810	111720	111750
19/9/18	111760	111770	111710	111710
19/9/18	111720	111780	111700	111710
19/9/18	111720	111750	111710	111720
19/9/18	111730	111750	111690	111720
19/9/18	111720	111730	111670	111710
19/9/18	111720	111720	111600	111640
19/9/18	111650	111670	111580	111620
19/9/18	111620	111630	111510	111530
19/9/18	111550	111560	111390	111500
19/9/18	111500	111540	111480	111500
19/9/18	111520	111540	111480	111520
19/9/18	111510	111520	111480	111480
19/9/18	111480	111520	111470	111490
19/9/18	111490	111510	111480	111490
19/9/18	111490	111530	111470	111480
19/9/18	111500	111570	111500	111550
19/9/18	111540	111580	111540	111570
19/9/18	111570	111610	111570	111580
19/9/18	111580	111590	111570	111570
19/9/18	111580	111580	111550	111550
19/9/18	111540	111540	111510	111510
19/9/18	111510	111540	111510	111530
19/9/18	111530	111570	111520	111550
19/9/18	111560	111590	111550	111570
19/9/18	111580	111630	111550	111600
19/9/18	111610	111680	111600	111650
19/9/18	111650	111690	111650	111680
19/9/18	111690	111690	111650	111650
19/9/18	111640	111710	111640	111700
19/9/18	111710	111720	111660	111680
